"id","user_id","movie_id","tags","created_at"
"106","79","3481","overrated","1486674000"
"107","79","3481","quirky","1486674000"
"108","79","3481","record store","1486674000"
"109","79","3481","relationships","1486674000"
"110","79","3481","vinyl","1486674000"
"283","109","1704","emotional","1441634000"
"284","109","1704","personal insight","1441634000"
"317","215","858","classic","1448216000"
"319","292","260","sci-fi","1439051000"
"320","292","260","space opera","1439051000"
"321","334","1213","mafia","1446951000"
"322","334","1213","Martin Scorsese","1446951000"
"323","334","1213","robert de niro","1446951000"
"324","340","260","mythology","1441775000"
"325","340","260","sci-fi","1441775000"
"326","361","260","nerdy","1438820000"
"327","361","260","space adventure","1438820000"
"331","403","260","fantasy","1444713000"
"332","403","260","the classic sci fi movie. must see.","1444713000"
"333","429","1249","stylish","1423489000"
"364","459","260","classic sci-fi","1443926000"
"365","471","260","sci-fi","1437883000"
"366","471","260","space opera","1437883000"
"367","479","593","action","1430334000"
"368","479","593","psychological","1430334000"
"369","479","593","suspenseful","1430334000"
"370","479","3535","insanity","1430334000"
"371","479","3535","psychology","1430334000"
"408","489","318","classic","1454107000"
"409","489","318","prison","1454107000"
"418","525","356","bittersweet","1469098000"
"419","525","356","feel-good","1469098000"
"420","525","356","touching","1469098000"
"422","540","50","Kevin Spacey","1154194000"
"423","540","260","sci-fi","1154194000"
"424","540","296","Quentin Tarantino","1154194000"
"425","540","318","classic","1154194000"
"426","540","356","Tom Hanks","1154194000"
"427","540","527","holocaust","1154194000"
"428","540","593","serial killer","1154194000"
"429","540","608","Coen Brothers","1154194000"
"430","540","733","Sean Connery","1154193000"
"431","540","858","classic","1154194000"
"432","540","919","classic","1154194000"
"433","540","1035","classic","1154194000"
"434","540","1073","classic","1154194000"
"435","540","1198","indiana jones","1154194000"
"436","540","1220","John Belushi","1154194000"
"437","540","1221","classic","1154194000"
"438","540","1265","Bill Murray","1154194000"
"439","540","1270","sci-fi","1154194000"
"440","540","1302","baseball","1154194000"
"441","540","1307","chick flick","1154194000"
"442","540","1333","Alfred Hitchcock","1154194000"
"443","540","1387","classic","1154194000"
"444","540","1784","Jack Nicholson","1154194000"
"445","540","1954","boxing","1154194000"
"446","540","2268","Jack Nicholson","1154193000"
"447","540","2302","enjoyable","1154193000"
"448","540","2797","Tom Hanks","1154194000"
"449","540","3060","classic","1154194000"
"450","540","3421","John Belushi","1154194000"
"451","540","3466","Robert Downey Jr","1154194000"
"452","540","3548","classic","1154194000"
"454","551","1307","Good Romantic Comedies","1435776000"
"461","559","2605","Catherine Zeta-Jones","1499976000"
"469","583","318","great cast","1139027000"
"472","599","260","clever names","1441900000"
"473","599","260","geeky","1441900000"
"474","602","50","conspiracy","1208399000"
"475","602","50","Oscar (Best Supporting Actor)","1208399000"
"476","602","50","puzzle-like","1208399000"
"482","616","260","book-based","1437596000"
"483","616","260","space","1437596000"
"484","616","356","chick flick","1437596000"
"485","616","356","feel-good","1437596000"
"486","616","356","life","1437596000"
"487","620","318","twist ending","1266939000"
"490","636","260","space adventure","1439798000"
"491","636","260","space opera","1439798000"
"492","659","260","sci-fi","1437581000"
"493","659","260","""sci-fi space""","1437581000"
"494","670","260","classic sci-fi","1444965000"
"495","670","260","space adventure","1444965000"
"496","674","3000","adventure","1474234000"
"497","674","3000","ambiguous character alignments","1474234000"
"498","674","3000","anime","1474234000"
"499","674","3000","anti-war","1474234000"
"500","674","3000","atmospheric","1474234000"
"501","674","3000","dark","1474234000"
"502","674","3000","demons","1474234000"
"503","674","3000","dreamlike","1474234000"
"504","674","3000","dystopia","1474234000"
"505","674","3000","environmental","1474234000"
"506","674","3000","fantasy","1474234000"
"507","674","3000","fantasy world","1474234000"
"508","674","3000","gods","1474234000"
"509","674","3000","great soundtrack","1474234000"
"510","674","3000","Hayao Miyazaki","1474234000"
"511","674","3000","history","1474234000"
"512","674","3000","Japan","1474234000"
"513","674","3000","nature","1474234000"
"514","674","3000","philosophical","1474234000"
"515","674","3000","Studio Ghibli","1474234000"
"516","674","3000","surreal","1474234000"
"517","674","3000","talking animals","1474234000"
"534","705","260","classic sci-fi","1434547000"
"535","705","260","good vs evil","1434547000"
"536","708","353","tissit","1162160000"
"544","741","47","Brad Pitt","1331126000"
"545","741","47","dark","1331126000"
"546","741","47","disturbing","1331126000"
"547","741","47","Kevin Spacey","1331126000"
"548","741","47","Morgan Freeman","1331126000"
"549","741","47","psychology","1331126000"
"550","741","47","twist ending","1331126000"
"551","741","196","Ben Kingsley","1352759000"
"552","741","296","drugs","1420583000"
"553","741","296","quentin tarantino","1420583000"
"554","741","296","violent","1420583000"
"555","741","318","magical negro","1427585000"
"556","741","318","prison","1427585000"
"557","741","318","suicide","1427585000"
"558","741","356","disability","1421294000"
"559","741","356","tom hanks","1421294000"
"560","741","356","vietnam war","1421294000"
"561","741","480","action","1331128000"
"562","741","480","adventure","1331128000"
"563","741","480","dinosaurs","1331128000"
"564","741","480","Michael Crichton","1331128000"
"565","741","480","sci-fi","1331128000"
"566","741","480","Steven Spielberg","1331128000"
"567","741","485","Charles Dance","1416162000"
"568","741","485","deconstruction","1416162000"
"569","741","485","parody","1416162000"
"570","741","485","ridiculous","1416162000"
"571","741","541","cyberpunk","1331127000"
"572","741","541","dystopia","1331127000"
"573","741","541","Harrison Ford","1331127000"
"574","741","541","Ridley Scott","1331127000"
"575","741","541","Rutger Hauer","1331127000"
"576","741","541","sci-fi","1331127000"
"577","741","541","Special Effects","1331127000"
"578","741","541","stylized","1331127000"
"579","741","589","apocalypse","1331125000"
"580","741","589","artificial intelligence","1331125000"
"581","741","589","dystopia","1331125000"
"582","741","589","future","1331125000"
"583","741","589","time travel","1331125000"
"584","741","593","fbi","1426448000"
"585","741","593","serial killer","1426448000"
"586","741","593","strong female lead","1426448000"
"587","741","750","black comedy","1331127000"
"588","741","750","dark comedy","1331127000"
"589","741","750","Peter Sellers","1331127000"
"590","741","750","satire","1331127000"
"591","741","750","Stanley Kubrick","1331127000"
"592","741","924","artificial intelligence","1331126000"
"593","741","924","atmospheric","1331126000"
"594","741","924","philosophical","1331126000"
"595","741","924","sci-fi","1331126000"
"596","741","924","Stanley Kubrick","1331126000"
"597","741","924","surreal","1331126000"
"598","741","969","romance","1374859000"
"599","741","1196","Harrison Ford","1331125000"
"600","741","1196","sci-fi","1331125000"
"601","741","1196","space","1331125000"
"602","741","1198","adventure","1331128000"
"603","741","1198","comedy","1331128000"
"604","741","1198","Harrison Ford","1331128000"
"605","741","1198","indiana jones","1331128000"
"606","741","1199","black comedy","1331127000"
"607","741","1199","dark comedy","1331127000"
"608","741","1199","dreamlike","1331127000"
"609","741","1199","dystopia","1331127000"
"610","741","1199","sci-fi","1331127000"
"611","741","1199","surreal","1331127000"
"612","741","1199","Terry Gilliam","1331127000"
"613","741","1200","action","1331126000"
"614","741","1200","James Cameron","1331126000"
"615","741","1200","sci-fi","1331126000"
"616","741","1200","Sigourney Weaver","1331126000"
"617","741","1201","Clint Eastwood","1331127000"
"618","741","1201","Eli Wallach","1331127000"
"619","741","1201","Ennio Morricone","1331127000"
"620","741","1201","Sergio Leone","1331127000"
"621","741","1201","spaghetti western","1331127000"
"622","741","1201","western","1331127000"
"623","741","1206","disturbing","1331127000"
"624","741","1206","dystopia","1331127000"
"625","741","1206","Malcolm McDowell","1331127000"
"626","741","1206","soundtrack","1331127000"
"627","741","1206","Stanley Kubrick","1331127000"
"628","741","1208","Dark","1331127000"
"629","741","1208","disturbing","1331127000"
"630","741","1208","Martin Sheen","1331127000"
"631","741","1208","psychological","1331127000"
"632","741","1208","soundtrack","1331127000"
"633","741","1208","surreal","1331127000"
"634","741","1214","atmospheric","1331126000"
"635","741","1214","dark","1331126000"
"636","741","1214","horror","1331126000"
"637","741","1214","Ridley Scott","1331126000"
"638","741","1214","sci-fi","1331126000"
"639","741","1214","Sigourney Weaver","1331126000"
"640","741","1232","Andrei Tarkovsky","1331126000"
"641","741","1232","dark","1303407000"
"642","741","1232","existentialism","1331126000"
"643","741","1232","meditative","1331126000"
"644","741","1232","reflective","1331126000"
"645","741","1232","sci-fi","1303407000"
"646","741","1237","black and white","1331126000"
"647","741","1237","Criterion","1331126000"
"648","741","1237","existentialism","1331126000"
"649","741","1237","funny","1331126000"
"650","741","1237","Ingmar Bergman","1331126000"
"651","741","1237","Swedish","1331126000"
"652","741","1265","Bill Murray","1331128000"
"653","741","1265","comedy","1331128000"
"654","741","1265","existentialism","1331128000"
"655","741","1265","Fantasy","1331128000"
"656","741","1265","time travel","1331128000"
"657","741","1270","1980s","1331129000"
"658","741","1270","comedy","1331129000"
"659","741","1270","sci-fi","1331129000"
"660","741","1270","time travel","1331129000"
"661","741","1274","cyberpunk","1331129000"
"662","741","1274","dystopia","1331129000"
"663","741","1274","science fiction","1331129000"
"664","741","1274","soundtrack","1331129000"
"665","741","1274","visually stunning","1331129000"
"666","741","1278","Gene Wilder","1331125000"
"667","741","1278","Madeline Kahn","1331125000"
"668","741","1278","Mel Brooks","1331125000"
"669","741","1278","monster","1331125000"
"670","741","1278","parody","1331125000"
"671","741","1282","classical music","1331127000"
"672","741","1282","dinosaurs","1331127000"
"673","741","1282","mythology","1331127000"
"674","741","1282","surreal","1331127000"
"675","741","1288","Christopher Guest","1331125000"
"676","741","1288","cult classic","1331125000"
"677","741","1288","mockumentary","1331125000"
"678","741","1288","rock and roll","1331125000"
"679","741","1288","satire","1331125000"
"680","741","1288","witty","1331125000"
"681","741","1332","conspiracy","1412792000"
"682","741","1332","human sacrifice","1412792000"
"683","741","1332","magic","1412792000"
"684","741","1332","Martin Sheen","1412792000"
"685","741","1332","police","1412792000"
"686","741","1332","Voodoo","1412792000"
"687","741","1371","artificial intelligence","1427586000"
"688","741","1371","bizarre","1427586000"
"689","741","1371","costumes","1427586000"
"690","741","1587","Arnold Schwarzenegger","1397233000"
"691","741","1587","classic","1397233000"
"692","741","1587","cult","1397233000"
"693","741","1587","epic","1397233000"
"694","741","1587","Fantasy","1397233000"
"695","741","1587","monster","1397233000"
"696","741","1587","Oliver Stone","1397233000"
"697","741","1587","Oliver Stone screenplay","1397233000"
"698","741","1587","quotable","1397233000"
"699","741","1587","soundtrack","1397233000"
"700","741","1587","Special Effects","1397233000"
"701","741","1587","sword and sorcery","1397233000"
"702","741","1587","wizards","1397233000"
"703","741","1674","music","1427891000"
"704","741","1748","dark","1331127000"
"705","741","1748","dark fantasy","1331127000"
"706","741","1748","dystopia","1331127000"
"707","741","1748","film noir","1331127000"
"708","741","1748","sci-fi","1331127000"
"709","741","1748","surreal","1331127000"
"710","741","1784","Jack Nicholson","1331129000"
"711","741","1784","neurosis","1331129000"
"712","741","1784","psychology","1331129000"
"713","741","1950","Sidney Poitier","1331128000"
"714","741","2005","1980s","1437407000"
"715","741","2005","80s","1437407000"
"716","741","2005","adventure","1437407000"
"717","741","2005","Children","1437407000"
"718","741","2019","Akira Kurosawa","1331126000"
"719","741","2019","atmospheric","1331126000"
"720","741","2019","Criterion","1331126000"
"721","741","2019","historical","1331126000"
"722","741","2019","samurai","1331126000"
"723","741","2019","toshiro mifune","1331126000"
"724","741","2117","dystopia","1331129000"
"725","741","2117","fascism","1331129000"
"726","741","2117","John Hurt","1331129000"
"727","741","2117","sci-fi","1331129000"
"728","741","2124","black comedy","1331129000"
"729","741","2124","dysfunctional family","1331129000"
"730","741","2124","horror","1331129000"
"731","741","2124","quirky","1331129000"
"732","741","2124","supernatural","1331129000"
"733","741","2140","classic","1431705000"
"734","741","2140","dark fantasy","1431705000"
"735","741","2140","fantasy world","1431705000"
"736","741","2140","muppets","1431705000"
"737","741","2140","Puppets","1431705000"
"738","741","2140","wizards","1431705000"
"739","741","2148","absurd","1412791000"
"740","741","2148","haunted house","1412791000"
"741","741","2148","Special Effects","1412791000"
"742","741","2148","visual effects","1412791000"
"743","741","2149","absurd","1412791000"
"744","741","2149","aztec","1412791000"
"745","741","2149","cowboy","1412791000"
"746","741","2149","crystal skull","1412791000"
"747","741","2149","wacky","1412791000"
"748","741","2174","black comedy","1331130000"
"749","741","2174","comedy","1331130000"
"750","741","2174","cult film","1331130000"
"751","741","2174","horror","1331130000"
"752","741","2174","Michael Keaton","1331130000"
"753","741","2174","Tim Burton","1331130000"
"754","741","2193","Special Effects","1385093000"
"755","741","2208","Alfred Hitchcock","1434077000"
"756","741","2208","Charters and Caldicott","1434078000"
"757","741","2208","Comedy","1434077000"
"758","741","2208","Conspiracy","1434078000"
"759","741","2208","Farce","1434077000"
"760","741","2208","Gay Undertones","1434078000"
"761","741","2208","Mystery","1434077000"
"762","741","2208","Politics","1434077000"
"763","741","2208","Spy","1434077000"
"764","741","2208","train","1434077000"
"765","741","2231","Edward Norton","1452534000"
"766","741","2231","John Malkovich","1452534000"
"767","741","2231","John Turturro","1452534000"
"768","741","2231","Matt Damon","1452534000"
"769","741","2329","disturbing","1331127000"
"770","741","2329","Edward Norton","1331127000"
"771","741","2329","powerful ending","1331127000"
"772","741","2329","prison","1331127000"
"773","741","2413","alternate endings","1331127000"
"774","741","2413","quirky","1331127000"
"775","741","2413","Tim Curry","1331127000"
"776","741","2414","child actor","1412790000"
"777","741","2414","Egyptian Mythology","1412790000"
"778","741","2414","human sacrifice","1412790000"
"779","741","2414","visual effects","1412789000"
"780","741","2451","creepy","1402272000"
"781","741","2451","Demons","1402272000"
"782","741","2451","disturbing","1402273000"
"783","741","2451","Eye in Hand","1402272000"
"784","741","2451","Hell","1402272000"
"785","741","2451","Metal","1402272000"
"786","741","2451","practical FX","1402273000"
"787","741","2451","Special Effects","1402272000"
"788","741","2451","SUBURBAN DYSFUNCTION","1402272000"
"789","741","2451","suburbia","1402272000"
"790","741","2451","weird","1402272000"
"791","741","2464","campy","1430178000"
"792","741","2464","cult classic","1430178000"
"793","741","2464","Gene Simmons","1430178000"
"794","741","2464","ghost","1430178000"
"795","741","2464","heavy metal","1430178000"
"796","741","2464","high school","1430178000"
"797","741","2464","nerd","1430178000"
"798","741","2464","Ozzy Osbourne","1430178000"
"799","741","2464","revenge","1430178000"
"800","741","2464","rock n roll","1430178000"
"801","741","2464","SFX","1430178000"
"802","741","2464","Special Effects","1430178000"
"803","741","2464","teen","1430178000"
"804","741","2657","campy","1331128000"
"805","741","2657","cross dressing","1331128000"
"806","741","2657","cult classic","1331128000"
"807","741","2657","parody","1331128000"
"808","741","2657","Quirky","1331128000"
"809","741","2657","Tim Curry","1331128000"
"810","741","2692","alternate endings","1331195000"
"811","741","2728","Rome","1331126000"
"812","741","2728","Stanley Kubrick","1331126000"
"813","741","2728","sword and sandal","1331126000"
"814","741","2730","lavish","1331129000"
"815","741","2730","natural lighting","1331130000"
"816","741","2730","Stanley Kubrick","1331129000"
"817","741","2730","wry","1331130000"
"818","741","2770","comedy","1331127000"
"819","741","2770","Eddie Murphy","1331127000"
"820","741","2770","Hollywood","1331127000"
"821","741","2770","parody","1331127000"
"822","741","2770","Steve Martin","1331127000"
"823","741","2826","Beowulf","1331128000"
"824","741","2826","epic","1331128000"
"825","741","2826","fantasy","1331128000"
"826","741","2826","vikings","1331128000"
"827","741","2853","Slasher","1447019000"
"828","741","2858","bittersweet","1331129000"
"829","741","2858","black comedy","1331129000"
"830","741","2858","Kevin Spacey","1331129000"
"831","741","2858","satirical","1331129000"
"832","741","2900","George A. Romero","1414033000"
"833","741","2905","Akira Kurosawa","1331128000"
"834","741","2905","Criterion","1331128000"
"835","741","2905","humorous","1331128000"
"836","741","2905","samurai","1331128000"
"837","741","2905","toshiro mifune","1331128000"
"838","741","3030","Akira Kurosawa","1331125000"
"839","741","3030","samurai","1331125000"
"840","741","3030","Toshiro Mifune","1331125000"
"841","741","3033","breaking the fourth wall","1331126000"
"842","741","3033","comedy","1331126000"
"843","741","3033","Mel Brooks","1331126000"
"844","741","3033","parody","1331126000"
"845","741","3033","sci-fi","1331126000"
"846","741","3033","spoof","1331126000"
"847","741","3068","Paul Newman","1427586000"
"848","741","3070","campy","1331129000"
"849","741","3070","cult film","1331129000"
"850","741","3070","sci-fi","1303407000"
"851","741","3070","surreal","1331129000"
"852","741","3153","adventure","1331129000"
"853","741","3153","fantasy","1331129000"
"854","741","3153","imaginative","1331129000"
"855","741","3153","mythology","1331129000"
"856","741","3153","Ray Harryhausen","1331129000"
"857","741","3175","Alan Rickman","1331217000"
"858","741","3175","parody","1331217000"
"859","741","3175","satire","1331217000"
"860","741","3175","sci-fi","1331217000"
"861","741","3175","Sigourney Weaver","1331217000"
"862","741","3181","Alan Cumming","1433446000"
"863","741","3181","anachronistic","1433446000"
"864","741","3181","Anthony Hopkins","1433446000"
"865","741","3181","Costuming","1433446000"
"866","741","3181","Jessica Lange","1433446000"
"867","741","3181","Julie Taymor","1433446000"
"868","741","3181","Shakespeare","1433446000"
"869","741","3181","visually appealing","1433446000"
"870","741","3660","absurd","1412966000"
"871","741","3660","pacing","1412966000"
"872","741","3660","psychic","1412966000"
"873","741","3660","so bad it's almost good","1412966000"
"874","741","3703","action","1331128000"
"875","741","3703","car chase","1331128000"
"876","741","3703","dystopia","1331128000"
"877","741","3703","Post apocalyptic","1331128000"
"878","741","3727","vampires","1239580000"
"879","741","3875","Charles Gray","1384571000"
"880","741","3875","Christopher Lee","1384571000"
"881","741","3875","devil","1384571000"
"882","741","3875","Hammer Film Productions","1384571000"
"883","741","3875","occult","1384571000"
"884","741","3875","Satanic Cult","1384571000"
"885","741","3875","satanism","1384571000"
"1911","755","253","vampires","1262903000"
"1912","755","3246","Denzel Washington","1259446000"
"1914","774","260","sci-fi","1437380000"
"1915","774","260","space","1437380000"
"1916","778","47","twist ending","1231638000"
"1918","813","260","sci-fi","1138528000"
"1919","813","300","TV","1138528000"
"1920","813","457","tv","1138528000"
"1921","813","1036","John McTiernan","1138528000"
"1922","813","1090","action","1138528000"
"1923","813","1090","Oliver Stone","1138528000"
"1924","813","1090","war","1138528000"
"1925","813","3681","action","1138528000"
"1926","813","3681","Sergio Leone","1138528000"
"1928","825","1095","Jack Lemmon","1460112000"
"1929","825","1095","playwright:David Mamet","1460112000"
"1935","836","1583","Martin Short","1303361000"
"1936","836","2134","John Hughes","1305401000"
"1958","866","296","dark comedy","1253921000"
"1959","866","665","Yugoslavia","1253922000"
"1960","866","778","dark comedy","1253927000"
"1961","866","1190","Nudity (Full Frontal - Notable)","1253922000"
"1962","866","2324","Holocaust","1253922000"
"1963","866","2324","World War II","1253922000"
"1964","866","3083","homosexuality","1253922000"
"1965","866","3083","Oscar (Best Foreign Language Film)","1253922000"
"1966","866","3083","Spanish","1253922000"
"1976","873","2959","bizarre","1435036000"
"1977","873","2959","great actor","1435036000"
"1978","873","2959","original plot","1435036000"
"2000","886","260","futuristic","1433535000"
"2001","886","260","Science Fiction","1433535000"
"2003","930","6","atmospheric","1316669000"
"2004","930","6","philosophy","1316669000"
"2005","930","6","slow paced","1316669000"
"2006","930","6","tense","1316669000"
"2007","930","32","adventure","1288388000"
"2008","930","32","Bruce Willis","1288388000"
"2009","930","32","drama","1288388000"
"2010","930","32","future","1288388000"
"2011","930","32","post-apocalyptic","1288388000"
"2012","930","32","Terry Gilliam","1288388000"
"2013","930","70","George Clooney","1248476000"
"2014","930","70","Harvey Keitel","1248476000"
"2015","930","70","twist ending","1248476000"
"2016","930","288","hallucinatory","1248385000"
"2017","930","288","Robert Downey Jr","1248385000"
"2018","930","288","Robert Downey Jr.","1248385000"
"2019","930","293","Action","1284680000"
"2020","930","293","assassination","1284680000"
"2021","930","293","Gary Oldman","1284680000"
"2022","930","293","great acting","1284680000"
"2023","930","293","hitman","1284680000"
"2024","930","293","Jean Reno","1284680000"
"2025","930","293","Luc Besson","1284680000"
"2026","930","293","Natalie Portman","1284680000"
"2027","930","296","action","1248384000"
"2028","930","296","assassin","1248384000"
"2029","930","296","Bruce Willis","1248384000"
"2030","930","296","drugs","1248384000"
"2031","930","329","Patrick Stewart","1248383000"
"2032","930","329","Sci-Fi","1248383000"
"2033","930","329","space","1248383000"
"2034","930","471","Coen Brothers","1303593000"
"2035","930","471","fish out of water","1303593000"
"2036","930","471","satirical","1303593000"
"2037","930","471","whimsical","1303593000"
"2038","930","471","witty","1303593000"
"2039","930","480","adventure","1248386000"
"2040","930","480","dinosaurs","1287944000"
"2041","930","480","genetics","1287944000"
"2042","930","480","Oscar (Best Effects - Visual Effects)","1287944000"
"2043","930","480","sci-fi","1248386000"
"2044","930","648","confusing","1319304000"
"2045","930","648","espionage","1319304000"
"2046","930","648","heist","1319304000"
"2047","930","648","plot twists","1319304000"
"2048","930","733","Action","1333577000"
"2049","930","733","great soundtrack","1333577000"
"2050","930","733","Sean Connery","1333577000"
"2051","930","784","Jack Black","1248385000"
"2052","930","904","Grace Kelly","1333743000"
"2053","930","904","James Stewart","1333743000"
"2054","930","904","murder","1333743000"
"2055","930","904","photography","1333743000"
"2056","930","904","suspense","1333743000"
"2057","930","904","tense","1333743000"
"2058","930","904","visually appealing","1333743000"
"2059","930","904","voyeurism","1333743000"
"2060","930","1047","amnesia","1312240000"
"2061","930","1047","dated CG","1312240000"
"2062","930","1148","Clay Animation","1248382000"
"2063","930","1148","claymation","1248382000"
"2064","930","1148","robots","1248382000"
"2065","930","1148","stop motion","1248382000"
"2066","930","1196","action","1248383000"
"2067","930","1196","adventure","1248383000"
"2068","930","1196","robots","1248383000"
"2069","930","1196","sci-fi","1248383000"
"2070","930","1196","space","1248383000"
"2071","930","1196","war","1248383000"
"2072","930","1200","action","1279719000"
"2073","930","1200","androids","1279719000"
"2074","930","1200","atmospheric","1279719000"
"2075","930","1200","sci-fi","1279719000"
"2076","930","1200","Sigourney Weaver","1279719000"
"2077","930","1200","suspense","1279719000"
"2078","930","1200","tense","1279719000"
"2079","930","1200","violent","1279719000"
"2080","930","1214","androids","1279350000"
"2081","930","1214","atmospheric","1279350000"
"2082","930","1214","classic","1279350000"
"2083","930","1214","futuristic","1279350000"
"2084","930","1214","Ridley Scott","1279350000"
"2085","930","1214","sci-fi","1279350000"
"2086","930","1214","Sigourney Weaver","1279350000"
"2087","930","1214","space","1279350000"
"2088","930","1214","space travel","1279350000"
"2089","930","1214","visceral","1279350000"
"2090","930","1320","70mm","1280001000"
"2091","930","1320","Anamorphic Blow-Up","1280001000"
"2092","930","1320","prison","1280001000"
"2093","930","1320","scope","1280001000"
"2094","930","1320","sequel","1280001000"
"2095","930","1320","Sigourney Weaver","1280001000"
"2096","930","1376","environmental","1248383000"
"2097","930","1376","Leonard Nimoy","1248383000"
"2098","930","1376","whales","1248383000"
"2099","930","1584","S.E.T.I.","1316034000"
"2100","930","1588","Based on a TV show","1307564000"
"2101","930","1726","Kevin Costner","1276872000"
"2102","930","1726","Nudity (Topless)","1276872000"
"2103","930","1726","Post apocalyptic","1276872000"
"2104","930","1726","post-apocalyptic","1276872000"
"2105","930","1732","Peter Stormare","1315352000"
"2106","930","1911","Animals Talking","1248385000"
"2107","930","1911","Eddie Murphy","1248385000"
"2108","930","1911","Family Comedy","1248385000"
"2109","930","1954","boxing","1248385000"
"2110","930","1954","competitive sport","1248385000"
"2111","930","1954","sport:boxing","1248385000"
"2112","930","1954","sports","1248385000"
"2113","930","1954","Sylvester Stallone","1248385000"
"2114","930","2028","Sniper","1278047000"
"2115","930","2028","Vin Diesel","1278047000"
"2116","930","2194","Kevin Costner","1250526000"
"2117","930","2194","Sean Connery","1250526000"
"2118","930","2195","comedy","1367863000"
"2119","930","2297","afterlife","1248382000"
"2120","930","2297","alternate reality","1248382000"
"2121","930","2297","heaven and hell","1248382000"
"2122","930","2297","imaginative","1248382000"
"2123","930","2297","philosophy","1248382000"
"2124","930","2297","Robin Williams","1248382000"
"2125","930","2297","surreal","1248382000"
"2126","930","2409","balboa","1248385000"
"2127","930","2409","boxing","1248385000"
"2128","930","2409","competitive sport","1248385000"
"2129","930","2409","ego","1248385000"
"2130","930","2409","silvester stalone","1248385000"
"2131","930","2409","sport:boxing","1248385000"
"2132","930","2409","Stallone","1248385000"
"2133","930","2409","Sylvester Stallone","1248385000"
"2134","930","2410","boxing","1248385000"
"2135","930","2410","competitive sport","1248385000"
"2136","930","2410","sport:boxing","1248385000"
"2137","930","2410","sports","1248385000"
"2138","930","2410","Sylvester Stallone","1248385000"
"2139","930","2411","boxing","1248385000"
"2140","930","2411","competitive sport","1248385000"
"2141","930","2411","nationalism","1248385000"
"2142","930","2411","sport:boxing","1248385000"
"2143","930","2411","sports","1248385000"
"2144","930","2411","Sylvester Stallone","1248385000"
"2145","930","2412","boxing","1248385000"
